family,scientificName,document,field,reference
ACANTHACEAE,"Schaueria calycotricha",profile,threats,"Soares, R.C.R. de S., 2008. Plano de Manejo do Parque Nacional da Tijuca."
ACANTHACEAE,"Schaueria calycotricha",profile,threats,"Matos, J.J.B.S., 2007. Composição Florística de espécies arbóreo-Arbustivas em trecho de borda situado no parque nacional da Tijuca. Monografia. Universidade Federal Rural do Rio de Janeiro."
ACANTHACEAE,"Schaueria calycotricha",profile,threats,"Filho, E.T.D.C., Bravo, E.J.C.., Tinoco, T., 2010. Florística preliminar e bioinvasão na Restinga da Praia de Itauna devido a ocupação desordenada, Saquarema, RJ., in: 13o Simpósio de Biologia Marinha. Santos, SP, p. 4."
ACANTHACEAE,"Schaueria sulfurea",profile,distribution,"Profice, S., 2014. Acanthaceae. Catálogo das espécies plantas vasculares e briófitas do Estado do Rio Janeiro. Rio Janeiro: Inst. Pesqui. Jard. Botânico do Rio Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em 20 mar. 2015."
ACANTHACEAE,"Schaueria sulfurea",profile,distribution,"Profice, S.R., Kameyama, C., Côrtes, A.L.A., Braz, D.M., Indriunas, A., Vilar, T., Pessoa, C., Ezcurra, C., Wasshausen, D., 2015. Acanthaceae in Lista de Espécies da Flora do Brasil. Jard. Botânico do Rio Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB4109>. Acesso em: 20 mar. 2015."
ACANTHACEAE,"Schaueria sulfurea",profile,ecology,"Profice, S.R., Kameyama, C., Côrtes, A.L.A., Braz, D.M., Indriunas, A., Vilar, T., Pessoa, C., Ezcurra, C., Wasshausen, D., 2015. Acanthaceae in Lista de Espécies da Flora do Brasil. Jard. Botânico do Rio Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB4109>. Acesso em: 20 mar. 2015."
ACANTHACEAE,"Schaueria sulfurea",profile,threats,"Santos, J.F.C., Santos, G.R., Cabreira, G. V., Araújo, E.J.G., 2014. Fragmentação florestal no Vale do Café Sul Fluminense, in: III Simpósio de Pesquisa Em Mata Atlântica - Engenheiro Paulo de Frotin. Rio de Janeiro, RJ, p. 4."
ACANTHACEAE,"Schaueria sulfurea",profile,threats,"Silva, V.V. 2002. Médio Vale Paraíba do Sul: Fragmentação e Vulnerabilidade dos Remanescentes da Mata Atlântica. Dissertação de Mestrado, Programa de Pós-Graduação em Ciência Ambiental, Universidade Federal Fluminense, RJ. 109pp"
ACANTHACEAE,"Schaueria sulfurea",profile,actions,"ITPA, 2015. Clima, Biodiversidade e água. Disponível em: <http://www.itpa.org.br/?p=2580>. Acesso em: 20 mar. 2015."
Orchidaceae,"Aganisia cyanea f. cyanea",profile,taxonomicNotes,"Meneguzzo, T.E.C. (2013). Sistemática do complexo Zygopetalum e estudos taxonômicos do subcomplexo Aganisia (Orchidaceae, Zygopetalinae). Unpublished MSc Thesis, Escola Nacional de Botânica Tropical-Instituto de Pesquisas Jardim Botânico do Rio de Janeiro."
Orchidaceae,"Aganisia cyanea f. cyanea",profile,taxonomicNotes,"Meneguzzo, T.E.C.; Romero-González, G.A.; Baumgratz, J.F.A.; van den Berg, C. Taxonomic studies in the Aganisia complex (Orchidaceae). Phytotaxa (in press)."
Orchidaceae,"Aganisia cyanea f. cyanea",profile,economicValue,"Meneguzzo, T.E.C. (com. pess. 2015)."
Orchidaceae,"Aganisia cyanea f. cyanea",profile,distribution,"Meneguzzo, T.E.C. (2013). Sistemática do complexo Zygopetalum e estudos taxonômicos do subcomplexo Aganisia (Orchidaceae, Zygopetalinae). Unpublished MSc Thesis, Escola Nacional de Botânica Tropical-Instituto de Pesquisas Jardim Botânico do Rio de Janeiro."
Orchidaceae,"Aganisia cyanea f. cyanea",profile,distribution,"Meneguzzo, T.E.C.; Romero-González, G.A.; Baumgratz, J.F.A.; van den Berg, C. Taxonomic studies in the Aganisia complex (Orchidaceae). Phytotaxa (in press)."
Orchidaceae,"Aganisia cyanea f. cyanea",profile,uses,"Meneguzzo, T.E.C. (com. pess. 2015)."
COMMELINACEAE,"Dichorisandra begoniifolia",profile,taxonomicNotes,"Kunth, K.S. 1843. Enumeraio plantarum 4: 112."
COMMELINACEAE,"Dichorisandra begoniifolia",profile,distribution,"Aona, L.Y.S. 2008. Revisão taxonômica e análise cladística do gênero Dichorisandra J.C.Mikan (Commelinaceae). Tese de Doutorado. Campinas: Instituto de Biologia, Universidade Estadual de Campinas, 310 p."
COMMELINACEAE,"Dichorisandra begoniifolia",profile,distribution,"Aona, L.Y.S.; Pellegrini, M.O.O. 2014. Commelinaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB91."
COMMELINACEAE,"Dichorisandra begoniifolia",profile,ecology,"Aona, L.Y.S. 2008. Revisão taxonômica e análise cladística do gênero Dichorisandra J.C.Mikan (Commelinaceae). Tese de Doutorado. Campinas: Instituto de Biologia, Universidade Estadual de Campinas, 310 p."
COMMELINACEAE,"Dichorisandra begoniifolia",profile,reproduction,"Aona, L.Y.S. 2008. Revisão taxonômica e análise cladística do gênero Dichorisandra J.C.Mikan (Commelinaceae). Tese de Doutorado. Campinas: Instituto de Biologia, Universidade Estadual de Campinas, 310 p."
EUPHORBIACEAE,"Acalypha macularis",profile,distribution," Cardiel, J.M. Acalypha in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Available in: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB35614>. Access on: 31 Mar. 2015"
EUPHORBIACEAE,"Acalypha macularis",profile,ecology,"Cardiel, J.M. Acalypha in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Available in: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB35614>. Access on: 31 Mar. 2015"
ERIOCAULACEAE,"Paepalanthus cordatus ",profile,taxonomicNotes,"Ruhland, W. 1903. Eriocaulaceae. In: A. Engler (ed.), Das Pflanzenreich, ed. 4, 3:1-294. Wilhelm Engelmann, Leipzig. "
ERIOCAULACEAE,"Paepalanthus cordatus ",profile,population,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil:  Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus cordatus ",profile,distribution,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil:  Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus cordatus ",profile,ecology,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil:  Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus cordatus ",profile,reproduction,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil:  Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus cordatus ",profile,threats,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil:  Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus cordatus ",profile,actions,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil:  Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus macer ",profile,population,"Trovó, M. ; Echternacht, L.A. ; Sano, P.T. Distribution and conservation of Paepalanthus sect. Diphyomene (Eriocaulaceae) in Neotropical Savannas. Adansonia, v. 35, p. 195-206, 2013."
ERIOCAULACEAE,"Paepalanthus macer ",profile,distribution,"Trovó, M. ; Echternacht, L.A. ; Sano, P.T. Distribution and conservation of Paepalanthus sect. Diphyomene (Eriocaulaceae) in Neotropical Savannas. Adansonia, v. 35, p. 195-206, 2013."
ERIOCAULACEAE,"Paepalanthus macer ",profile,ecology,"Trovó, M. ; Sano, P.T.  Five new and narrowly distributed species of Paepalanthus section Diphyomene (Eriocaulaceae) from Central Brazil. Systematic Botany, v. 36, p. 610-620, 2011."
ERIOCAULACEAE,"Paepalanthus macer ",profile,reproduction,"Trovó, M. ; Sano, P.T.  Five new and narrowly distributed species of Paepalanthus section Diphyomene (Eriocaulaceae) from Central Brazil. Systematic Botany, v. 36, p. 610-620, 2011."
ERIOCAULACEAE,"Paepalanthus macer ",profile,threats,"Trovó, M. ; Sano, P.T. Five new and narrowly distributed species of Paepalanthus section Diphyomene (Eriocaulaceae) from Central Brazil. Systematic Botany, v. 36, p. 610-620, 2011."
ERIOCAULACEAE,"Paepalanthus macer ",profile,threats,"Trovó, M. ; Sano, P.T. Five new and narrowly distributed species of Paepalanthus section Diphyomene (Eriocaulaceae) from Central Brazil. Systematic Botany, v. 36, p. 610-620, 2011."
BROMELIACEAE,"Aechmea flavorosea",profile,distribution,"Forzza, R.C.; Costa, A.; Siqueira Filho, J.A.; Martinelli, G.; Monteiro, R.F.; Santos-Silva, F.; Saraiva, D. P.; Paixão-Souza, B.; Louzada, R.B.; Versieux, L. 2015. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5966>. Acesso em: 31 Mar. 2015"
BROMELIACEAE,"Aechmea flavorosea",profile,distribution,"Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>, Acessado em 01 abr 2015."
BROMELIACEAE,"Aechmea flavorosea",profile,ecology,"Forzza, R.C.; Costa, A.; Siqueira Filho, J.A.; Martinelli, G.; Monteiro, R.F.; Santos-Silva, F.; Saraiva, D. P.; Paixão-Souza, B.; Louzada, R.B.; Versieux, L. 2015. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5966>. Acesso em: 31 Mar. 2015"
BROMELIACEAE,"Aechmea flavorosea",profile,threats,"TCE-RJ, 2003. Estudo Socioeconômico 2004 - Santa Maria Madalena. Rio de Janeiro."
BROMELIACEAE,"Aechmea flavorosea",profile,uses,"Souza, V. C.; Lorenzi, H. 2008. Botânica sistemática: guia ilustrado para identificação das famílias de fanerógamas nativas e exóticas no Brasil, baseado na APG III. 3a ed. Nova Odessa: Instituto Plantarum, 768 p."
ERIOCAULACEAE,"Paepalanthus stellatus ",profile,population,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil:  Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus stellatus ",profile,distribution,"Trovó, M. ; Sano, P.T. Five new and narrowly distributed species of Paepalanthus section Diphyomene (Eriocaulaceae) from Central Brazil. Systematic Botany, v. 36, p. 610-620, 2011."
ERIOCAULACEAE,"Paepalanthus stellatus ",profile,distribution,"Trovó, M. ; Echternacht, L. A. ; Sano, P.T. Distribution and conservation of Paepalanthus sect. Diphyomene (Eriocaulaceae) in Neotropical Savannas. Adansonia, v. 35, p. 195-206, 2013."
ERIOCAULACEAE,"Paepalanthus stellatus ",profile,ecology,"Trovó, M. ; Echternacht, L.A. ; Sano, P.T. Distribution and conservation of Paepalanthus sect. Diphyomene (Eriocaulaceae) in Neotropical Savannas. Adansonia, v. 35, p. 195-206, 2013."
ERIOCAULACEAE,"Paepalanthus stellatus ",profile,reproduction,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil:  Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus stellatus ",profile,threats,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil:  Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus stellatus ",profile,threats,"Trovó, M. ; Echternacht, L.A. ; Sano, P.T. Distribution and conservation of Paepalanthus sect. Diphyomene (Eriocaulaceae) in Neotropical Savannas. Adansonia, v. 35, p. 195-206, 2013."
ERIOCAULACEAE,"Paepalanthus stellatus ",profile,actions,"Trovó, M. ; Sano, P.T. Five new and narrowly distributed species of Paepalanthus section Diphyomene (Eriocaulaceae) from Central Brazil. Systematic Botany, v. 36, p. 610-620, 2011."
ERIOCAULACEAE,"Paepalanthus urbanianus ",profile,population,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil:  Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus urbanianus ",profile,population,"Trovó, M. ; Echternacht, L.A. ; Sano, P.T. Distribution and conservation of Paepalanthus sect. Diphyomene (Eriocaulaceae) in Neotropical Savannas. Adansonia, v. 35, p. 195-206, 2013."
ERIOCAULACEAE,"Paepalanthus urbanianus ",profile,distribution,"Trovó, M. ; Echternacht, L.A. ; Sano, P.T. 2013. Distribution and conservation of Paepalanthus sect. Diphyomene (Eriocaulaceae) in Neotropical Savannas. Adansonia, v. 35, p. 195-206."
ERIOCAULACEAE,"Paepalanthus urbanianus ",profile,ecology,"Trovó, M. ; Echternacht, L.A. ; Sano, P.T. Distribution and conservation of Paepalanthus sect. Diphyomene (Eriocaulaceae) in Neotropical Savannas. Adansonia, v. 35, p. 195-206, 2013."
ERIOCAULACEAE,"Paepalanthus urbanianus ",profile,ecology,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil:  Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus urbanianus ",profile,reproduction,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil:  Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus urbanianus ",profile,threats,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil:  Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus urbanianus ",profile,threats,"Trovó, M. ; Echternacht, L.A. ; Sano, P.T. Distribution and conservation of Paepalanthus sect. Diphyomene (Eriocaulaceae) in Neotropical Savannas. Adansonia, v. 35, p. 195-206, 2013."
ERIOCAULACEAE,"Paepalanthus urbanianus ",profile,actions,"Trovó, M. 2010. Sistemática de Paepalanthoideae (Eriocaulaceae): filogenia, morfologia e taxonomia de Diphyomene (Ruhland) Trovó. Ph.D. Thesis. São Paulo, Brazil: Universidade de São Paulo."
ERIOCAULACEAE,"Paepalanthus urbanianus ",profile,actions,"Trovó, M. ; Echternacht, L.A. ; Sano, P.T. Distribution and conservation of Paepalanthus sect. Diphyomene (Eriocaulaceae) in Neotropical Savannas. Adansonia, v. 35, p. 195-206, 2013."
URTICACEAE,"Pilea apiculata",profile,distribution,"Romaniuc Neto, S., Gaglioti, A.L. 2015. Urticaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB15061>. Acesso em: 20 Abr. 2015"
URTICACEAE,"Pilea apiculata",profile,distribution," Killip, E.P. 1936. New species of Pilea from the Andes. Contributions  from the United States National Herbarium 26 (8): 367-390."
URTICACEAE,"Pilea apiculata",profile,ecology," Killip, E.P. 1936. New species of Pilea from the Andes. Contributions  from the United States National Herbarium 26 (8): 367-390."
URTICACEAE,"Pilea apiculata",profile,ecology,"Romaniuc Neto, S., Gaglioti, A.L. 2015. Urticaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB15061>. Acesso em: 20 Abr. 2015"
URTICACEAE,"Pilea apiculata",profile,threats,"Barros, M.I.A. De. 2003. Caracterização da visitação, dos visitantes e avaliação dos impactos ecológicos e recreativos do planalto do Parque Nacional do Itatiaia. Piracicaba, SP 121."
URTICACEAE,"Pilea apiculata",profile,threats,"Aximoff, I. 2011. O que Perdemos com a Passagem do Fogo pelos Campos de Altitude do Estado do Rio de Janeiro? Biodiversidade Bras. 1, 180–200. "
URTICACEAE,"Pilea apiculata",profile,threats,"Aximoff, I., Rodrigues, R.D.C. 2011. Histórico dos incêndios florestais no Parque nacional do Itatiaia. Cienc. Florest. 21, 83–92."
URTICACEAE,"Pilea apiculata",profile,threats,"WWF. 2015. Observatório de UCs: Parque Nacional do Itatiaia. Disponível em <http://observatorio.wwf.org.br/unidades/cadastro/387>. Acesso em 7 abril 2015."
DILLENIACEAE,"Doliocarpus littoralis",profile,taxonomicNotes,"Fraga, C.N., Stehmann, J.R. 2010. Novidades taxônomicas para as Dilleniaceae brasileiras. Rodriguésia. 61 (sup.): S01-S06."
DILLENIACEAE,"Doliocarpus littoralis",profile,distribution,"Fraga, C.N., Paula-Souza, J. 2015. Dilleniaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Available in: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB7345>. Access on: 16 Abr. 2015"
DILLENIACEAE,"Doliocarpus littoralis",profile,ecology,"Fraga, C.N., Paula-Souza, J. 2015. Dilleniaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Available in: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB7345>. Access on: 16 Abr. 2015"
DILLENIACEAE,"Doliocarpus littoralis",profile,ecology,"Fraga, C.N., Stehmann, J.R. 2010. Novidades taxônomicas para as Dilleniaceae brasileiras. Rodriguésia. 61 (sup.): S01-S06."
DILLENIACEAE,"Doliocarpus littoralis",profile,threats,"Davidovich, F. 2001. Metrópole e território : metropolização do espaço no Rio de Janeiro. Cad. Metrópole 6, 67–77."
DILLENIACEAE,"Doliocarpus littoralis",profile,threats,"Bohrer, C.B. de A., Dantas, H.G.R., Cronemberger, F.M., Vicens, R.S., Andrade, S.F. de. 2015. Instituto de Pesquisas Jardim Botânico do Rio de Janeiro Mapeamento da vegetação e do uso do solo no Centro de Diversidade Vegetal de Cabo Frio , Rio de Janeiro. Rodriguésia 60, 1–23."
DILLENIACEAE,"Doliocarpus littoralis",profile,threats,"Ribeiro, G., Oliveira, L.D. de. 2009. As Territorialidades da Metrópole no Século XXI: Tensões entre o Tradicional e o Moderno na Cidade de Cabo Frio-RJ. Geo UERJ 3, 108–127."
DILLENIACEAE,"Doliocarpus littoralis",profile,threats,"Leme, E.M.C. 2000. Niudularium - bromélias da Mata Atlântica, in: Niudularium - Bromélias Da Mata Atlântica. Sextante, Rio de Janeiro, RJ."
BROMELIACEAE,"Vriesea agostiniana",profile,distribution,"Forzza, R.C.; Costa, A.; Siqueira Filho, J.A.; Martinelli, G.; Monteiro, R.F.; Santos-Silva, F.; Saraiva, D. P.; Paixão-Souza, B.; Louzada, R.B.; Versieux, L. 2015. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5966>. Acesso em: 31 Mar. 2015"
BROMELIACEAE,"Vriesea agostiniana",profile,ecology,"Forzza, R.C.; Costa, A.; Siqueira Filho, J.A.; Martinelli, G.; Monteiro, R.F.; Santos-Silva, F.; Saraiva, D. P.; Paixão-Souza, B.; Louzada, R.B.; Versieux, L. 2015. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5966>. Acesso em: 31 Mar. 2015"
BROMELIACEAE,"Vriesea agostiniana",profile,threats,"Mallet-Rodrigues, F., Parrini, R., & Pacheco, J. F. (2007). Birds of the Serra dos Órgãos , State of Rio de Janeiro , Southeastern Brazil : a review. Revista Brasileira de Ornitologia, 15(1), 5–35."
BROMELIACEAE,"Vriesea agostiniana",profile,uses,"Souza, V. C.; Lorenzi, H. 2008. Botânica sistemática: guia ilustrado para identificação das famílias de fanerógamas nativas e exóticas no Brasil, baseado na APG III. 3a ed. Nova Odessa: Instituto Plantarum, 768 p."
CALOPHYLLACEAE,"Kielmeyera rizziniana",profile,ecology,"Saddi, N. 1984 Novas espécies de Kielmeyera Martius (Gutiferae) do sudoeste brasileiro. Rodriguesia 36(60):59-64"
CALOPHYLLACEAE,"Kielmeyera rizziniana",profile,threats,"Rio de Janeiro (Estado). Secretaria Estadual do Ambiente. O estado do ambiente: indicadores ambientais do Rio de Janeiro / Organizadoras: Júlia Bastos e Patrícia Napoleão. – Rio de Janeiro: SEA; INEA, 2011. 160 p. : il. ; 29,7 cm."
CALOPHYLLACEAE,"Kielmeyera rizziniana",profile,threats,"O Globo. 2007. O Corpo de Bombeiros está tentando controlar um incêndio nas proximidades dos condomínios de luxo Mansões da Barra e Pedra de Itaúna, localizados na Barra da Tijuca, na Zona Oeste do Rio. Em: G1 globo.com. Acesso em 04/2015"
MORACEAE,"Maclura brasiliensis",profile,distribution,"Berg, C.C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae) with introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Flora Neotropica Monograph 83: 1-346."
MORACEAE,"Maclura brasiliensis",profile,ecology,"Berg, C.C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae) with introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Flora Neotropica Monograph 83: 1-346."
